threshold_meV_per_atom,coordinate_endpoint,metric,model_name,winner_replicate_n,winner_frequency,bootstrap_replicates
25,mp_source_coordinate,normalized_ap,M3GNet,0,0.0,1000
25,mp_source_coordinate,normalized_ap,MACE-MP,1000,1.0,1000
25,mp_source_coordinate,expected_stable_hits_at_100,ALIGNN-FF,499,0.499,1000
25,mp_source_coordinate,expected_stable_hits_at_100,CHGNet,216,0.216,1000
25,mp_source_coordinate,expected_stable_hits_at_100,M3GNet,306,0.306,1000
25,mp_source_coordinate,expected_stable_hits_at_100,MACE-MP,394,0.394,1000
25,mp_source_coordinate,expected_stable_hits_at_300,ALIGNN-FF,189,0.189,1000
25,mp_source_coordinate,expected_stable_hits_at_300,CHGNet,157,0.157,1000
25,mp_source_coordinate,expected_stable_hits_at_300,M3GNet,770,0.77,1000
25,mp_source_coordinate,expected_stable_hits_at_300,MACE-MP,52,0.052,1000
25,mp_source_coordinate,expected_stable_hits_at_500,ALIGNN-FF,143,0.143,1000
25,mp_source_coordinate,expected_stable_hits_at_500,CHGNet,36,0.036,1000
25,mp_source_coordinate,expected_stable_hits_at_500,M3GNet,808,0.808,1000
25,mp_source_coordinate,expected_stable_hits_at_500,MACE-MP,141,0.141,1000
25,mp_source_coordinate,expected_stable_hits_at_1000,ALIGNN-FF,1,0.001,1000
25,mp_source_coordinate,expected_stable_hits_at_1000,CHGNet,4,0.004,1000
25,mp_source_coordinate,expected_stable_hits_at_1000,M3GNet,327,0.327,1000
25,mp_source_coordinate,expected_stable_hits_at_1000,MACE-MP,738,0.738,1000
25,mp_source_coordinate,expected_stable_hits_at_5000,ALIGNN-FF,0,0.0,1000
25,mp_source_coordinate,expected_stable_hits_at_5000,CHGNet,0,0.0,1000
25,mp_source_coordinate,expected_stable_hits_at_5000,M3GNet,0,0.0,1000
25,mp_source_coordinate,expected_stable_hits_at_5000,MACE-MP,1000,1.0,1000
25,alexmp20_source_coordinate,auroc,ALIGNN-FF,0,0.0,1000
25,alexmp20_source_coordinate,auroc,CHGNet,0,0.0,1000
25,alexmp20_source_coordinate,auroc,M3GNet,0,0.0,1000
25,alexmp20_source_coordinate,auroc,MACE-MP,1000,1.0,1000
25,alexmp20_source_coordinate,ap,ALIGNN-FF,0,0.0,1000
25,alexmp20_source_coordinate,ap,CHGNet,0,0.0,1000
25,alexmp20_source_coordinate,ap,M3GNet,0,0.0,1000
25,alexmp20_source_coordinate,ap,MACE-MP,1000,1.0,1000
25,alexmp20_source_coordinate,normalized_ap,ALIGNN-FF,0,0.0,1000
25,alexmp20_source_coordinate,normalized_ap,CHGNet,0,0.0,1000
25,alexmp20_source_coordinate,normalized_ap,M3GNet,0,0.0,1000
25,alexmp20_source_coordinate,normalized_ap,MACE-MP,1000,1.0,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_100,ALIGNN-FF,695,0.695,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_100,CHGNet,234,0.234,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_100,M3GNet,198,0.198,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_100,MACE-MP,291,0.291,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_300,ALIGNN-FF,24,0.024,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_300,CHGNet,138,0.138,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_300,M3GNet,745,0.745,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_300,MACE-MP,213,0.213,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_500,ALIGNN-FF,43,0.043,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_500,CHGNet,40,0.04,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_500,M3GNet,705,0.705,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_500,MACE-MP,329,0.329,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_1000,ALIGNN-FF,0,0.0,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_1000,CHGNet,1,0.001,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_1000,M3GNet,619,0.619,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_1000,MACE-MP,454,0.454,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_5000,ALIGNN-FF,0,0.0,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_5000,CHGNet,0,0.0,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_5000,M3GNet,0,0.0,1000
25,alexmp20_source_coordinate,expected_stable_hits_at_5000,MACE-MP,1000,1.0,1000
25,alex_pbe_source_coordinate,auroc,ALIGNN-FF,0,0.0,1000
25,alex_pbe_source_coordinate,auroc,CHGNet,0,0.0,1000
25,alex_pbe_source_coordinate,auroc,M3GNet,0,0.0,1000
25,alex_pbe_source_coordinate,auroc,MACE-MP,1000,1.0,1000
25,alex_pbe_source_coordinate,ap,ALIGNN-FF,0,0.0,1000
25,alex_pbe_source_coordinate,ap,CHGNet,0,0.0,1000
25,alex_pbe_source_coordinate,ap,M3GNet,0,0.0,1000
25,alex_pbe_source_coordinate,ap,MACE-MP,1000,1.0,1000
25,alex_pbe_source_coordinate,normalized_ap,ALIGNN-FF,0,0.0,1000
25,alex_pbe_source_coordinate,normalized_ap,CHGNet,0,0.0,1000
25,alex_pbe_source_coordinate,normalized_ap,M3GNet,0,0.0,1000
25,alex_pbe_source_coordinate,normalized_ap,MACE-MP,1000,1.0,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_100,ALIGNN-FF,356,0.356,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_100,CHGNet,294,0.294,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_100,M3GNet,335,0.335,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_100,MACE-MP,536,0.536,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_300,ALIGNN-FF,25,0.025,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_300,CHGNet,98,0.098,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_300,M3GNet,864,0.864,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_300,MACE-MP,91,0.091,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_500,ALIGNN-FF,6,0.006,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_500,CHGNet,1,0.001,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_500,M3GNet,984,0.984,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_500,MACE-MP,36,0.036,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_1000,ALIGNN-FF,0,0.0,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_1000,CHGNet,0,0.0,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_1000,M3GNet,535,0.535,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_1000,MACE-MP,532,0.532,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_5000,ALIGNN-FF,0,0.0,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_5000,CHGNet,0,0.0,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_5000,M3GNet,0,0.0,1000
25,alex_pbe_source_coordinate,expected_stable_hits_at_5000,MACE-MP,1000,1.0,1000
25,mp_matched_pool_coordinate,auroc,ALIGNN-FF,0,0.0,1000
25,mp_matched_pool_coordinate,auroc,CHGNet,0,0.0,1000
25,mp_matched_pool_coordinate,auroc,M3GNet,0,0.0,1000
25,mp_matched_pool_coordinate,auroc,MACE-MP,1000,1.0,1000
25,mp_matched_pool_coordinate,ap,ALIGNN-FF,0,0.0,1000
25,mp_matched_pool_coordinate,ap,CHGNet,0,0.0,1000
25,mp_matched_pool_coordinate,ap,M3GNet,0,0.0,1000
25,mp_matched_pool_coordinate,ap,MACE-MP,1000,1.0,1000
25,mp_matched_pool_coordinate,normalized_ap,ALIGNN-FF,0,0.0,1000
25,mp_matched_pool_coordinate,normalized_ap,CHGNet,0,0.0,1000
25,mp_matched_pool_coordinate,normalized_ap,M3GNet,0,0.0,1000
25,mp_matched_pool_coordinate,normalized_ap,MACE-MP,1000,1.0,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_100,ALIGNN-FF,1000,1.0,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_100,CHGNet,1000,1.0,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_100,M3GNet,1000,1.0,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_100,MACE-MP,1000,1.0,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_300,ALIGNN-FF,905,0.905,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_300,CHGNet,436,0.436,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_300,M3GNet,442,0.442,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_300,MACE-MP,777,0.777,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_500,ALIGNN-FF,593,0.593,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_500,CHGNet,443,0.443,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_500,M3GNet,791,0.791,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_500,MACE-MP,805,0.805,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_1000,ALIGNN-FF,0,0.0,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_1000,CHGNet,641,0.641,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_1000,M3GNet,605,0.605,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_1000,MACE-MP,168,0.168,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_5000,ALIGNN-FF,0,0.0,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_5000,CHGNet,832,0.832,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_5000,M3GNet,0,0.0,1000
25,mp_matched_pool_coordinate,expected_stable_hits_at_5000,MACE-MP,195,0.195,1000
25,alex_pbe_matched_pool_coordinate,auroc,ALIGNN-FF,0,0.0,1000
25,alex_pbe_matched_pool_coordinate,auroc,CHGNet,0,0.0,1000
25,alex_pbe_matched_pool_coordinate,auroc,M3GNet,0,0.0,1000
25,alex_pbe_matched_pool_coordinate,auroc,MACE-MP,1000,1.0,1000
25,alex_pbe_matched_pool_coordinate,ap,ALIGNN-FF,0,0.0,1000
25,alex_pbe_matched_pool_coordinate,ap,CHGNet,0,0.0,1000
25,alex_pbe_matched_pool_coordinate,ap,M3GNet,0,0.0,1000
25,alex_pbe_matched_pool_coordinate,ap,MACE-MP,1000,1.0,1000
25,alex_pbe_matched_pool_coordinate,normalized_ap,ALIGNN-FF,0,0.0,1000
25,alex_pbe_matched_pool_coordinate,normalized_ap,CHGNet,0,0.0,1000
25,alex_pbe_matched_pool_coordinate,normalized_ap,M3GNet,0,0.0,1000
25,alex_pbe_matched_pool_coordinate,normalized_ap,MACE-MP,1000,1.0,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_100,ALIGNN-FF,1000,1.0,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_100,CHGNet,1000,1.0,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_100,M3GNet,1000,1.0,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_100,MACE-MP,1000,1.0,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_300,ALIGNN-FF,1000,1.0,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_300,CHGNet,1000,1.0,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_300,M3GNet,1000,1.0,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_300,MACE-MP,1000,1.0,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_500,ALIGNN-FF,1000,1.0,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_500,CHGNet,1000,1.0,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_500,M3GNet,1000,1.0,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_500,MACE-MP,1000,1.0,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_1000,ALIGNN-FF,0,0.0,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_1000,CHGNet,998,0.998,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_1000,M3GNet,350,0.35,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_1000,MACE-MP,154,0.154,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_5000,ALIGNN-FF,0,0.0,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_5000,CHGNet,182,0.182,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_5000,M3GNet,0,0.0,1000
25,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_5000,MACE-MP,872,0.872,1000
50,mp_source_coordinate,auroc,ALIGNN-FF,0,0.0,1000
50,mp_source_coordinate,auroc,CHGNet,0,0.0,1000
50,mp_source_coordinate,auroc,M3GNet,0,0.0,1000
50,mp_source_coordinate,auroc,MACE-MP,1000,1.0,1000
50,mp_source_coordinate,ap,ALIGNN-FF,0,0.0,1000
50,mp_source_coordinate,ap,CHGNet,0,0.0,1000
50,mp_source_coordinate,ap,M3GNet,0,0.0,1000
50,mp_source_coordinate,ap,MACE-MP,1000,1.0,1000
50,mp_source_coordinate,normalized_ap,ALIGNN-FF,0,0.0,1000
50,mp_source_coordinate,normalized_ap,CHGNet,0,0.0,1000
50,mp_source_coordinate,normalized_ap,M3GNet,0,0.0,1000
50,mp_source_coordinate,normalized_ap,MACE-MP,1000,1.0,1000
50,mp_source_coordinate,expected_stable_hits_at_100,ALIGNN-FF,272,0.272,1000
50,mp_source_coordinate,expected_stable_hits_at_100,CHGNet,441,0.441,1000
50,mp_source_coordinate,expected_stable_hits_at_100,M3GNet,464,0.464,1000
50,mp_source_coordinate,expected_stable_hits_at_100,MACE-MP,803,0.803,1000
50,mp_source_coordinate,expected_stable_hits_at_300,ALIGNN-FF,159,0.159,1000
50,mp_source_coordinate,expected_stable_hits_at_300,CHGNet,75,0.075,1000
50,mp_source_coordinate,expected_stable_hits_at_300,M3GNet,865,0.865,1000
50,mp_source_coordinate,expected_stable_hits_at_300,MACE-MP,54,0.054,1000
50,mp_source_coordinate,expected_stable_hits_at_500,ALIGNN-FF,270,0.27,1000
50,mp_source_coordinate,expected_stable_hits_at_500,CHGNet,411,0.411,1000
50,mp_source_coordinate,expected_stable_hits_at_500,M3GNet,647,0.647,1000
50,mp_source_coordinate,expected_stable_hits_at_500,MACE-MP,40,0.04,1000
50,mp_source_coordinate,expected_stable_hits_at_1000,ALIGNN-FF,0,0.0,1000
50,mp_source_coordinate,expected_stable_hits_at_1000,CHGNet,18,0.018,1000
50,mp_source_coordinate,expected_stable_hits_at_1000,M3GNet,418,0.418,1000
50,mp_source_coordinate,expected_stable_hits_at_1000,MACE-MP,697,0.697,1000
50,mp_source_coordinate,expected_stable_hits_at_5000,ALIGNN-FF,0,0.0,1000
50,mp_source_coordinate,expected_stable_hits_at_5000,CHGNet,33,0.033,1000
50,mp_source_coordinate,expected_stable_hits_at_5000,M3GNet,22,0.022,1000
50,mp_source_coordinate,expected_stable_hits_at_5000,MACE-MP,962,0.962,1000
50,alexmp20_source_coordinate,auroc,ALIGNN-FF,0,0.0,1000
50,alexmp20_source_coordinate,auroc,CHGNet,0,0.0,1000
50,alexmp20_source_coordinate,auroc,M3GNet,0,0.0,1000
50,alexmp20_source_coordinate,auroc,MACE-MP,1000,1.0,1000
50,alexmp20_source_coordinate,ap,ALIGNN-FF,0,0.0,1000
50,alexmp20_source_coordinate,ap,CHGNet,0,0.0,1000
50,alexmp20_source_coordinate,ap,M3GNet,0,0.0,1000
50,alexmp20_source_coordinate,ap,MACE-MP,1000,1.0,1000
50,alexmp20_source_coordinate,normalized_ap,ALIGNN-FF,0,0.0,1000
50,alexmp20_source_coordinate,normalized_ap,CHGNet,0,0.0,1000
50,alexmp20_source_coordinate,normalized_ap,M3GNet,0,0.0,1000
50,alexmp20_source_coordinate,normalized_ap,MACE-MP,1000,1.0,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_100,ALIGNN-FF,554,0.554,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_100,CHGNet,316,0.316,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_100,M3GNet,294,0.294,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_100,MACE-MP,505,0.505,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_300,ALIGNN-FF,18,0.018,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_300,CHGNet,78,0.078,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_300,M3GNet,832,0.832,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_300,MACE-MP,198,0.198,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_500,ALIGNN-FF,176,0.176,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_500,CHGNet,344,0.344,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_500,M3GNet,431,0.431,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_500,MACE-MP,303,0.303,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_1000,ALIGNN-FF,0,0.0,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_1000,CHGNet,0,0.0,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_1000,M3GNet,616,0.616,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_1000,MACE-MP,486,0.486,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_5000,ALIGNN-FF,0,0.0,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_5000,CHGNet,0,0.0,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_5000,M3GNet,0,0.0,1000
50,alexmp20_source_coordinate,expected_stable_hits_at_5000,MACE-MP,1000,1.0,1000
50,alex_pbe_source_coordinate,auroc,ALIGNN-FF,0,0.0,1000
50,alex_pbe_source_coordinate,auroc,CHGNet,0,0.0,1000
50,alex_pbe_source_coordinate,auroc,M3GNet,0,0.0,1000
50,alex_pbe_source_coordinate,auroc,MACE-MP,1000,1.0,1000
50,alex_pbe_source_coordinate,ap,ALIGNN-FF,0,0.0,1000
50,alex_pbe_source_coordinate,ap,CHGNet,0,0.0,1000
50,alex_pbe_source_coordinate,ap,M3GNet,0,0.0,1000
50,alex_pbe_source_coordinate,ap,MACE-MP,1000,1.0,1000
50,alex_pbe_source_coordinate,normalized_ap,ALIGNN-FF,0,0.0,1000
50,alex_pbe_source_coordinate,normalized_ap,CHGNet,0,0.0,1000
50,alex_pbe_source_coordinate,normalized_ap,M3GNet,0,0.0,1000
50,alex_pbe_source_coordinate,normalized_ap,MACE-MP,1000,1.0,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_100,ALIGNN-FF,389,0.389,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_100,CHGNet,302,0.302,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_100,M3GNet,338,0.338,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_100,MACE-MP,594,0.594,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_300,ALIGNN-FF,29,0.029,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_300,CHGNet,63,0.063,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_300,M3GNet,906,0.906,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_300,MACE-MP,101,0.101,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_500,ALIGNN-FF,3,0.003,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_500,CHGNet,45,0.045,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_500,M3GNet,962,0.962,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_500,MACE-MP,48,0.048,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_1000,ALIGNN-FF,0,0.0,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_1000,CHGNet,1,0.001,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_1000,M3GNet,332,0.332,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_1000,MACE-MP,755,0.755,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_5000,ALIGNN-FF,0,0.0,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_5000,CHGNet,0,0.0,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_5000,M3GNet,0,0.0,1000
50,alex_pbe_source_coordinate,expected_stable_hits_at_5000,MACE-MP,1000,1.0,1000
50,mp_matched_pool_coordinate,auroc,ALIGNN-FF,0,0.0,1000
50,mp_matched_pool_coordinate,auroc,CHGNet,0,0.0,1000
50,mp_matched_pool_coordinate,auroc,M3GNet,0,0.0,1000
50,mp_matched_pool_coordinate,auroc,MACE-MP,1000,1.0,1000
50,mp_matched_pool_coordinate,ap,ALIGNN-FF,0,0.0,1000
50,mp_matched_pool_coordinate,ap,CHGNet,0,0.0,1000
50,mp_matched_pool_coordinate,ap,M3GNet,0,0.0,1000
50,mp_matched_pool_coordinate,ap,MACE-MP,1000,1.0,1000
50,mp_matched_pool_coordinate,normalized_ap,ALIGNN-FF,0,0.0,1000
50,mp_matched_pool_coordinate,normalized_ap,CHGNet,0,0.0,1000
50,mp_matched_pool_coordinate,normalized_ap,M3GNet,0,0.0,1000
50,mp_matched_pool_coordinate,normalized_ap,MACE-MP,1000,1.0,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_100,ALIGNN-FF,1000,1.0,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_100,CHGNet,1000,1.0,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_100,M3GNet,1000,1.0,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_100,MACE-MP,1000,1.0,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_300,ALIGNN-FF,1000,1.0,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_300,CHGNet,1000,1.0,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_300,M3GNet,1000,1.0,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_300,MACE-MP,1000,1.0,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_500,ALIGNN-FF,1000,1.0,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_500,CHGNet,1000,1.0,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_500,M3GNet,965,0.965,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_500,MACE-MP,985,0.985,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_1000,ALIGNN-FF,0,0.0,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_1000,CHGNet,998,0.998,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_1000,M3GNet,990,0.99,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_1000,MACE-MP,77,0.077,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_5000,ALIGNN-FF,0,0.0,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_5000,CHGNet,951,0.951,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_5000,M3GNet,0,0.0,1000
50,mp_matched_pool_coordinate,expected_stable_hits_at_5000,MACE-MP,64,0.064,1000
50,alex_pbe_matched_pool_coordinate,auroc,ALIGNN-FF,0,0.0,1000
50,alex_pbe_matched_pool_coordinate,auroc,CHGNet,0,0.0,1000
50,alex_pbe_matched_pool_coordinate,auroc,M3GNet,0,0.0,1000
50,alex_pbe_matched_pool_coordinate,auroc,MACE-MP,1000,1.0,1000
50,alex_pbe_matched_pool_coordinate,ap,ALIGNN-FF,0,0.0,1000
50,alex_pbe_matched_pool_coordinate,ap,CHGNet,0,0.0,1000
50,alex_pbe_matched_pool_coordinate,ap,M3GNet,0,0.0,1000
50,alex_pbe_matched_pool_coordinate,ap,MACE-MP,1000,1.0,1000
50,alex_pbe_matched_pool_coordinate,normalized_ap,ALIGNN-FF,0,0.0,1000
50,alex_pbe_matched_pool_coordinate,normalized_ap,CHGNet,0,0.0,1000
50,alex_pbe_matched_pool_coordinate,normalized_ap,M3GNet,0,0.0,1000
50,alex_pbe_matched_pool_coordinate,normalized_ap,MACE-MP,1000,1.0,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_100,ALIGNN-FF,1000,1.0,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_100,CHGNet,1000,1.0,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_100,M3GNet,1000,1.0,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_100,MACE-MP,1000,1.0,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_300,ALIGNN-FF,1000,1.0,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_300,CHGNet,1000,1.0,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_300,M3GNet,1000,1.0,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_300,MACE-MP,1000,1.0,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_500,ALIGNN-FF,1000,1.0,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_500,CHGNet,1000,1.0,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_500,M3GNet,1000,1.0,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_500,MACE-MP,1000,1.0,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_1000,ALIGNN-FF,4,0.004,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_1000,CHGNet,997,0.997,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_1000,M3GNet,991,0.991,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_1000,MACE-MP,153,0.153,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_5000,ALIGNN-FF,0,0.0,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_5000,CHGNet,412,0.412,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_5000,M3GNet,5,0.005,1000
50,alex_pbe_matched_pool_coordinate,expected_stable_hits_at_5000,MACE-MP,694,0.694,1000
