formula,mid_i,mid_j,e_form_i,e_form_j,mp_ehull_i,mp_ehull_j,alex_ehull_i,alex_ehull_j,delta_e_form,delta_mp_ehull,delta_alex_ehull,mp_agreement,alex_agreement
Li5BiO5,mp-2045219,mp-29365,-1.806516632916666,-1.948860575606061,0.002021586249997,0.0,0.0,0.0138227136363635,0.1423439426893951,0.002021586249997,-0.0138227136363635,0.1403223564393981,0.1561666563257586
LiAlO2,mp-3427,mp-8001,-3.082882981458333,-3.096943435208333,0.014060453749999,0.0,0.0,0.0184956287500002,0.01406045374999998,0.014060453749999,-0.0184956287500002,9.80118763926896e-16,0.03255608250000018
LiBO2,mp-14232,mp-3635,-2.75615453875,-2.73799054125,0.0,0.0181639975,0.0059633731249997,0.0,-0.018163997500000306,-0.0181639975,0.0059633731249997,-3.0531133177191805e-16,-0.024127370625000005
LiCaSn,mp-2479693,mp-30477,-0.560958359444443,-0.5611635127777781,0.000205153333335,0.0,0.0,0.00226199,0.0002051533333350397,0.000205153333335,-0.00226199,3.97089045672816e-17,0.00246714333333504
LiF,mp-1138,mp-1185301,-3.188945303333333,-3.164539748333333,0.0,0.024405554999999,0.0045283975000005,0.0,-0.024405554999999968,-0.024405554999999,0.0045283975000005,-9.679756995950584e-16,-0.028933952500000467
LiGe,mp-8490,mp-9918,-0.247402372708333,-0.280800750416666,0.033398377708333,0.0,0.0,0.0414552487500001,0.03339837770833301,0.033398377708333,-0.0414552487500001,6.938893903907228e-18,0.0748536264583331
LiMg,mp-1094889,mp-1185380,-0.045694330833333,-0.052212873333333,0.006518542499999,0.0,0.0,0.0077045449999999,0.006518542500000002,0.006518542499999,-0.0077045449999999,1.001802807376606e-15,0.014223087499999901
LiMg2,mp-865939,mp-973374,-0.055750262222222,-0.027171890555555,0.0,0.028578371666666,0.0057654549999999,0.0,-0.028578371666667,-0.028578371666666,0.0057654549999999,-1.0026701691145945e-15,-0.0343438266666669
LiNiO2,mp-2348641,mp-865631,-1.497991299166667,-1.497877483333332,0.0,0.000113815833334,0.0064774316666662,0.0,-0.00011381583333514023,-0.000113815833334,0.0064774316666662,-1.1402283197486929e-15,-0.00659124750000134
LiSbO3,mp-4995,mp-770932,-2.118194097166666,-2.101960166666666,0.0,0.0162339305,0.0017326565000006,0.0,-0.016233930500000326,-0.0162339305,0.0017326565000006,-3.2612801348363973e-16,-0.017966587000000925
LiTaF6,mp-1080679,mp-1206962,-3.455313644249999,-3.448593890499999,0.0,0.006719753749999,0.0046644012499985,0.0,-0.0067197537500001125,-0.006719753749999,0.0046644012499985,-1.1128251098391218e-15,-0.011384154999998612
LiTmO2,mp-1176564,mp-754237,-3.349264163958334,-3.349070688333334,0.0,0.000193475625,0.0056641212499997,0.0,-0.00019347562499971716,-0.000193475625,0.0056641212499997,2.8284124174715597e-16,-0.005857596874999417
LiVF4,mp-754895,mp-755801,-3.234862918055556,-3.219208850555554,0.0,0.015654067500001,0.0133802241666671,0.0,-0.01565406750000209,-0.015654067500001,0.0133802241666671,-1.0894063429134349e-15,-0.02903429166666919
LiVF6,mp-2710677,mp-753571,-2.9705122079166677,-2.968704474166667,0.0,0.001807733749999,0.0013242099999999,0.0,-0.0018077337500006507,-0.001807733749999,0.0013242099999999,-1.650806227826429e-15,-0.0031319437500005507
LiZn3,mp-865907,mp-975799,-0.164604937916667,-0.159249031666667,0.0,0.005355906249996,0.0001827637499971,0.0,-0.0053559062499999865,-0.005355906249996,0.0001827637499971,-3.986394547794703e-15,-0.005538669999997086
Lu,mp-145,mp-973571,0.000736933333335,4.736951571734001e-15,0.000736933333335,0.0,0.0,0.0007333666666671,0.000736933333330263,0.000736933333335,-0.0007333666666671,-4.7369877118064174e-15,0.0014702999999973631
Mg,mp-1056702,mp-153,0.030189964999999,0.0,0.030189964999999,0.0,0.0,0.0092787149999999,0.030189964999999,0.030189964999999,-0.0092787149999999,0.0,0.039468679999998896
Mg(BrO3)2,mp-1078861,mp-2018036,-0.936358712777777,-0.5273600191666671,0.0,0.137818166805554,0.0073805711111107,0.0,-0.40899869361110996,-0.137818166805554,0.0073805711111107,-0.27118052680555593,-0.41637926472222064
Mg(FeO2)2,mp-33432,mp-608016,-2.10351821,-2.165017080714286,0.061498870714283,0.0,0.0,0.0066882457142858,0.06149887071428628,0.061498870714283,-0.0066882457142858,3.282096816548119e-15,0.06818711642857209
Mg2Ni,mp-1185791,mp-2137,-0.15112408111111,-0.153033664444444,0.001909583333333,0.0,0.0,0.0527284827777778,0.0019095833333339918,0.001909583333333,-0.0527284827777778,9.918281473897395e-16,0.05463806611111179
Mg3In,mp-569125,mp-697180,-0.057869260416666,-0.074223440416664,0.016354179999998,0.0,0.0,0.0036835850000001,0.016354179999997998,0.016354179999998,-0.0036835850000001,-3.469446951953614e-18,0.020037764999998098
Mg4SiGe,mp-1222108,mp-1222125,-0.184295819166666,-0.185411419166666,0.001115599999999,0.0,0.0,0.012925623333333,0.0011156000000000221,0.001115599999999,-0.012925623333333,1.0221858082193336e-15,0.014041223333333023
MgTe,mp-1039,mp-13033,-1.071546200833333,-1.071569803333334,2.3602500000663443e-05,0.0,0.0,0.0007818200000002,2.360250000110753e-05,2.3602500000663443e-05,-0.0007818200000002,4.440858217182736e-16,0.0008054225000013075
MgZn2,mp-1124,mp-978269,-0.130630304999998,-0.123034709999998,0.0,0.007595595,0.0015380608333335,0.0,-0.0075955950000000105,-0.007595595,0.0015380608333335,-1.0408340855860843e-17,-0.00913365583333351
MnB4,mp-1078253,mp-1106184,-0.254877794896552,-0.248795484896552,0.0,0.00608231,0.0076296689999999,0.0,-0.00608230999999998,-0.00608231,0.0076296689999999,1.9949319973733282e-17,-0.01371197899999988
MnF2,mp-556585,mp-560902,-2.966967116810346,-2.966748559310345,0.0,0.000218557500001,0.0091986949999993,0.0,-0.0002185575000011042,-0.000218557500001,0.0091986949999993,-1.0419182877585698e-16,-0.009417252500000405
MnGeO3,mp-1106201,mp-20798,-2.123705890586208,-2.135882778586207,0.012176887999999,0.0,0.0,0.0167531989999929,0.012176887999999053,0.012176887999999,-0.0167531989999929,5.377642775528102e-17,0.028930086999991955
MnO,mp-1232659,mp-19006,-2.032569766465519,-1.979201203965518,0.0,0.053368562500001,0.0027148787499999,0.0,-0.053368562500001104,-0.053368562500001,0.0027148787499999,-1.0408340855860843e-16,-0.056083441250001004
MnO2,mp-19395,mp-644514,-1.80582994014368,-1.8225279240325687,0.016697983888889,0.0,0.0,0.0162726663888896,0.016697983888888768,0.016697983888889,-0.0162726663888896,-2.3245294578089215e-16,0.03297065027777837
MnV2O6,mp-2490654,mp-754274,-2.333588346992338,-2.332355423659006,0.0,0.001232923333331,0.0020955250000014,0.0,-0.0012329233333323586,-0.001232923333331,0.0020955250000014,-1.358505322124337e-15,-0.0033284483333337585
MoS2,mp-1434,mp-2815,-0.966142545208332,-0.9644498168750012,0.0,0.001692728333331,0.0002024049999995,0.0,-0.001692728333330784,-0.001692728333331,0.0002024049999995,2.1597307275911248e-16,-0.0018951333333302842
MoSe2,mp-1027692,mp-1634,-0.745975304375001,-0.749936842708334,0.003961538333335,0.0,0.0,0.0001853433333343,0.0039615383333330145,0.003961538333335,-0.0001853433333343,-1.9853910182554557e-15,0.004146881666667315
N2,mp-154,mp-25,0.0,0.001782819999998,0.0,0.001782819999998,5.181500000084327e-05,0.0,-0.001782819999998,-0.001782819999998,5.181500000084327e-05,0.0,-0.0018346349999988432
Na2ZnSe2,mp-1021465,mp-1024052,-1.117794387489223,-1.116753728489223,0.0,0.001040659,0.0027829635,0.0,-0.0010406590000000548,-0.001040659,0.0027829635,-5.4860629927766524e-17,-0.003823622500000055
Na3PO4,mp-1173671,mp-674333,-2.516483644847598,-2.518010732972598,0.001527088125,0.0,0.0,0.0039906481249998,0.0015270881250000201,0.001527088125,-0.0039906481249998,2.0166160408230382e-17,0.00551773624999982
Na3YCl6,mp-31362,mp-675104,-2.2386238704999992,-2.2357215325,0.0,0.002902338,0.0027555949999999,0.0,-0.0029023379999992827,-0.002902338,0.0027555949999999,7.173081573164097e-16,-0.0056579329999991825
NaCuO2,mp-4541,mp-997041,-1.362515704094827,-1.349820689094826,0.0,0.012695015,0.0078113374999997,0.0,-0.01269501500000092,-0.012695015,0.0078113374999997,-9.194034422677078e-16,-0.02050635250000062
NaFeF3,mp-1078217,mp-505066,-2.737641432275862,-2.737226594775862,0.0,0.0004148375,0.0098099274999947,0.0,-0.0004148375000001536,-0.0004148375,0.0098099274999947,-1.5363144784119598e-16,-0.010224764999994853
NaLaS2,mp-1220714,mp-675230,-2.124674545156249,-2.12479554765625,0.0001210025,0.0,0.0,0.0022300675000002,0.00012100250000068868,0.0001210025,-0.0022300675000002,6.886852199627924e-16,0.002351070000000889
NaNbO3,mp-1078295,mp-4514,-2.841680835275861,-2.844822765275861,0.003141929999998,0.0,0.0,0.0108943150000015,0.0031419299999999595,0.003141929999998,-0.0108943150000015,1.9593701661158036e-15,0.01403624500000146
NaTmO2,mp-754796,mp-754825,-3.213913110344829,-3.210119355344829,0.0,0.003793755,0.0015046112499996,0.0,-0.003793755000000232,-0.003793755,0.0015046112499996,-2.3201926491189795e-16,-0.005298366249999832
NbPt3,mp-1078699,mp-12700,-0.70594613875,-0.707492294375001,0.001546155625,0.0,0.0,0.0026242768749993,0.0015461556250010444,0.001546155625,-0.0026242768749993,1.044520372972535e-15,0.004170432500000345
NbSe2,mp-2207,mp-7597,-0.983443457708332,-0.983334292708332,0.0,0.000109165000001,9.405333333312171e-05,0.0,-0.00010916500000002216,-0.000109165000001,9.405333333312171e-05,9.778419393646764e-16,-0.00020321833333314387
Nd(HO)3,mp-625397,mp-625403,-2.209456756607143,-2.209504507321429,4.775071428841928e-05,0.0,0.0,0.0010756921428569,4.7750714285754725e-05,4.775071428841928e-05,-0.0010756921428569,-2.6645555878911098e-15,0.0011234428571426547
NdAsO4,mp-1095216,mp-755357,-2.805511824166665,-2.800570602499998,0.0,0.004941221666666,0.0177677049999998,0.0,-0.004941221666666884,-0.004941221666666,0.0177677049999998,-8.838416110101832e-16,-0.022708926666666684
NdAu,mp-1080709,mp-999338,-0.808293752499999,-0.8108822362499951,0.002588483749995,0.0,0.0,0.0015395874999999,0.0025884837499960955,0.002588483749995,-0.0015395874999999,1.0954778750793537e-15,0.004128071249995996
NdBO3,mp-13514,mp-7238,-3.465548755833333,-3.466906322333334,0.001357566500001,0.0,0.0,0.007967293,0.0013575665000011838,0.001357566500001,-0.007967293,1.8388068845354155e-16,0.009324859500001184
NdSnPd,mp-22419,mp-22695,-0.9130349186111112,-0.914228098055554,0.001193179444443,0.0,0.0,0.0065425294444452,0.00119317944444286,0.001193179444443,-0.0065425294444452,-1.3986208025063007e-16,0.00773570888888806
Ni3(PbS)2,mp-1104854,mp-22596,-0.468670311428569,-0.475795109999998,0.007124798571428,0.0,0.0,0.0078964878571428,0.007124798571429003,0.007124798571428,-0.0078964878571428,1.0026701691145945e-15,0.015021286428571803
Ni3Sn,mp-11522,mp-20112,-0.185863532499998,-0.185204109999998,0.0,0.0006594225,8.576125000026025e-05,0.0,-0.0006594225000000065,-0.0006594225,8.576125000026025e-05,-6.5052130349130266e-18,-0.0007451837500002667
NiF3,mp-561428,mp-614777,-1.911605565,-1.9186620925,0.0070565275,0.0,0.0,0.0816923100000002,0.007056527500000076,0.0070565275,-0.0816923100000002,7.632783294297951e-17,0.08874883750000027
PbI2,mp-567503,mp-567542,-0.9218665316666632,-0.921080175833331,0.0,0.000786355833331,0.0001597849999996,0.0,-0.0007863558333321974,-0.000786355833331,0.0001597849999996,-1.197392879292991e-15,-0.0009461408333317974
PrAsO4,mp-754109,mp-768863,-2.79469663736112,-2.787474963194453,0.0,0.007221674166674,0.0161526816666661,0.0,-0.007221674166666858,-0.007221674166674,0.0161526816666661,7.141856550596515e-15,-0.023374355833332958
PrAu,mp-1079915,mp-999306,-0.786427940833329,-0.7879062870833321,0.001478346250003,0.0,0.0,0.0062855025000008,0.001478346250003093,0.001478346250003,-0.0062855025000008,9.302454639925628e-17,0.0077638487500038935
PrCrO4,mp-18863,mp-2012700,-2.726160331111111,-2.725964969444446,0.0,0.000195361666664,0.0068180824999988,0.0,-0.00019536166666522803,-0.000195361666664,0.0068180824999988,-1.2280215906657066e-15,-0.007013444166664028
PrGe,mp-2102,mp-511,-0.9235145020833352,-0.922415920833334,0.0,0.001098581250001,0.0020470575000004,0.0,-0.0010985812500011738,-0.001098581250001,0.0020470575000004,-1.736891880321778e-16,-0.003145638750001574
PrSnPd,mp-21054,mp-22645,-0.897920292222224,-0.899980192222224,0.002059900000002,0.0,0.0,0.0050673508333325,0.0020599000000000034,0.002059900000002,-0.0050673508333325,-1.996666720849305e-15,0.007127250833332504
PrSnPt,mp-20390,mp-21453,-1.025074514444445,-1.028164191666664,0.003089677222221,0.0,0.0,0.0078515947222221,0.0030896772222188673,0.003089677222221,-0.0078515947222221,-2.1328425137134843e-15,0.010941271944440967
Rb,mp-1179656,mp-604321,0.0,0.0022357275,0.0,0.0022357275,0.01249476625,0.0,-0.0022357275,-0.0022357275,0.01249476625,0.0,-0.01473049375
Rb2GeF6,mp-7949,mp-8812,-3.048175578888887,-3.043178331111109,0.0,0.004997247777775,0.0093822911111143,0.0,-0.004997247777778213,-0.004997247777775,0.0093822911111143,-3.213575239247035e-15,-0.014379538888892512
Rb2MnF6,mp-558111,mp-558133,-2.9007038969923373,-2.902140161436781,0.001436264444444,0.0,0.0,0.0044056255555551,0.001436264444443669,0.001436264444444,-0.0044056255555551,-3.3111534347707305e-16,0.005841889999998769
Rb2Mo(OF2)2,mp-1209460,mp-1209465,-2.691931421111111,-2.694290562777778,0.002359141666664,0.0,0.0,0.000178087777777,0.00235914166666662,0.002359141666664,-0.000178087777777,2.619866129593973e-15,0.0025372294444436197
Rb2Pd3S4,mp-11695,mp-1205388,-0.951047283888884,-0.950573358888887,0.0,0.000473924999997,0.0007422027777774,0.0,-0.00047392499999698856,-0.000473924999997,0.0007422027777774,1.1438332919722072e-17,-0.0012161277777743885
RbCaBr3,mp-1209238,mp-998536,-2.284120756499998,-2.284203274,8.251750000365377e-05,0.0,0.0,0.0010476915000006,8.251750000187741e-05,8.251750000365377e-05,-0.0010476915000006,-1.7763568394002505e-15,0.0011302090000024775
RbCuCl3,mp-1232302,mp-23055,-1.4847116834999992,-1.485598939499999,0.000887255999999,0.0,0.0,0.0185529660000032,0.0008872559999999474,0.000887255999999,-0.0185529660000032,9.473758583178338e-16,0.019440222000003147
RbF3,mp-1179728,mp-726170,-1.811201056874999,-1.8137609156249992,0.002559858749999,0.0,0.0,0.0094340525000014,0.002559858750000199,0.002559858749999,-0.0094340525000014,1.199127602768968e-15,0.011993911250001599
RbGeBr3,mp-1120721,mp-28558,-1.418300289999999,-1.4168271675000002,0.0,0.001473122499999,0.0069880310000001,0.0,-0.001473122499998869,-0.001473122499999,0.0069880310000001,1.3097162243624894e-16,-0.008461153499998968
RbTaO3,mp-3033,mp-780619,-3.032331979466696,-3.022135071466695,0.0,0.010196908000001,0.0002546445000017,0.0,-0.01019690800000106,-0.010196908000001,0.0002546445000017,-5.898059818321144e-17,-0.010451552500002759
Re,mp-1186901,mp-8,0.0,0.003587022499999,0.0,0.003587022499999,0.0013202050000007,0.0,-0.003587022499999,-0.003587022499999,0.0013202050000007,0.0,-0.0049072274999997
Rh2S3,mp-17173,mp-974381,-0.610465406187501,-0.6116225516875,0.001157145499998,0.0,0.0,0.0015965764999998,0.0011571454999990127,0.001157145499998,-0.0015965764999998,1.0126448291014611e-15,0.0027537219999988127
ScF3,mp-10694,mp-1078300,-4.21761559875,-4.217866632500001,0.00025103375,0.0,0.0,0.0004629787499998,0.00025103375000057326,0.00025103375,-0.0004629787499998,5.732718987017105e-16,0.0007140125000003733
ScGeRh,mp-1079597,mp-1095247,-0.990046526666664,-0.992314130555554,0.00226760388889,0.0,0.0,0.0051537758333326,0.002267603888889913,0.00226760388889,-0.0051537758333326,-8.716985466783456e-17,0.007421379722222513
ScHO2,mp-625150,mp-625663,-2.9613998003125,-2.9704737703124997,0.009073969999999,0.0,0.0,0.0044059237499993,0.009073969999999765,0.009073969999999,-0.0044059237499993,7.650130529057719e-16,0.013479893749999064
SiO2,mp-6945,mp-7000,-3.267460600833333,-3.27283134388889,0.005370743055555,0.0,0.0,0.0127592788888879,0.005370743055556737,0.005370743055555,-0.0127592788888879,1.7373255611907723e-15,0.018130021944444637
Sm2AsSe,mp-1219144,mp-38593,-2.007649560390625,-2.007836052890624,0.000186492499999,0.0,0.0,0.0098857412499997,0.00018649249999924677,0.000186492499999,-0.0098857412499997,2.467644144577008e-16,0.010072233749998947
Sm3Ge5,mp-569320,mp-580126,-0.7435294250000011,-0.743730019374999,0.000200594374998,0.0,0.0,0.0034763049999995,0.0002005943749979755,0.000200594374998,-0.0034763049999995,-2.45029690981724e-17,0.0036768993749974753
SmAgO2,mp-753226,mp-754110,-2.539877864166665,-2.539740289166665,0.0,0.000137575,0.0005262199999993,0.0,-0.0001375750000001119,-0.000137575,0.0005262199999993,-1.119167692548162e-16,-0.0006637949999994119
SnBr2,mp-1105170,mp-29862,-1.171437953888886,-1.173346578333331,0.001908624444444,0.0,0.0,0.001625680833333,0.0019086244444450617,0.001908624444444,-0.001625680833333,1.061650767297806e-15,0.0035343052777780616
Sr,mp-1187073,mp-139,0.002934636666665,0.0,0.002934636666667,0.0,0.0,0.0056042083333331,0.002934636666665,0.002934636666667,-0.0056042083333331,-1.9997024869322644e-15,0.0085388449999981
Sr3WO6,mp-755326,mp-756382,-3.009926146499997,-2.9942337899999982,0.0,0.015692356499996,0.0043619849999965,0.0,-0.015692356499998894,-0.015692356499996,0.0043619849999965,-2.8935187579293142e-15,-0.020054341499995396
Sr4Bi2O,mp-1025351,mp-1218382,-1.562625830714285,-1.5647277949999991,0.002101964285714,0.0,0.0,0.0020424571428563,0.0021019642857140752,0.002101964285714,-0.0020424571428563,7.502679033599691e-17,0.004144421428570375
SrCN2,mp-12317,mp-9167,-0.9915116593750012,-0.992018326875001,0.000506667499999,0.0,0.0,0.0055020475000002,0.0005066674999998355,0.000506667499999,-0.0055020475000002,8.354861941173297e-16,0.006008715000000035
SrCuO2,mp-37514,mp-5787,-2.077688422499998,-2.077615858749999,0.0,7.25637499989773e-05,0.0146228812500002,0.0,-7.25637499989773e-05,-7.25637499989773e-05,0.0146228812500002,0.0,-0.014695444999999177
SrHg2,mp-11472,mp-568526,-0.483182255000005,-0.486362488333334,0.003180233333329,0.0,0.0,0.0078491,0.003180233333329008,0.003180233333329,-0.0078491,7.806255641895632e-18,0.011029333333329007
SrMg2,mp-1094310,mp-2572,-0.085647245,-0.090161266666666,0.004514021666666,0.0,0.0,0.0159917874999999,0.004514021666666007,0.004514021666666,-0.0159917874999999,6.938893903907228e-18,0.020505809166665907
SrSi2,mp-1727,mp-496,-0.394981355000001,-0.407718826666669,0.012737471666667,0.0,0.0,0.0034099883333329,0.012737471666667999,0.012737471666667,-0.0034099883333329,9.992007221626409e-16,0.016147460000000897
SrZrS3,mp-5193,mp-558760,-2.077791916499998,-2.084204747999996,0.006412831499997,0.0,0.0,0.0009402364999999,0.006412831499997829,0.006412831499997,-0.0009402364999999,8.283304597789254e-16,0.007353067999997728
Ta2CS2,mp-559976,mp-7814,-1.133026158933333,-1.131444586933329,0.0,0.001581572000002,0.0059601219999994,0.0,-0.0015815720000040834,-0.001581572000002,0.0059601219999994,-2.0834028946481453e-15,-0.007541694000003483
Ta5Ge3,mp-17593,mp-17615,-0.40993436708333,-0.385999913958329,0.0,0.023934453125001,0.0241115087500016,0.0,-0.023934453125000976,-0.023934453125001,0.0241115087500016,2.42861286636753e-17,-0.048045961875002575
TaCo3,mp-11358,mp-7851,-0.240166145999999,-0.217594910166665,0.0,0.022571235833334,0.0020665808333344,0.0,-0.022571235833334008,-0.022571235833334,0.0020665808333344,-6.938893903907228e-18,-0.024637816666668408
TaNi3,mp-569776,mp-570491,-0.327089084958334,-0.326827846833332,0.0,0.000261238125002,0.0022424562499994,0.0,-0.0002612381250020057,-0.000261238125002,0.0022424562499994,-5.692061405548898e-18,-0.0025036943750014057
TaSe2,mp-1019276,mp-8954,-0.932053956819444,-0.912967788486113,0.0,0.01908616833333,0.0068203716666666,0.0,-0.01908616833333099,-0.01908616833333,0.0068203716666666,-9.8879238130678e-16,-0.025906539999997587
Tb,mp-11698,mp-18,0.003497523333332,0.0,0.003497523333333,0.0,0.0,0.0189120100000002,0.003497523333332,0.003497523333333,-0.0189120100000002,-1.0000680839006293e-15,0.0224095333333322
Tb3Ge5,mp-1187292,mp-2321,-0.795283786875,-0.7968948006250011,0.00161101375,0.0,0.0,0.0012938312499999,0.0016110137500010557,0.00161101375,-0.0012938312499999,1.0557960755663842e-15,0.0029048450000009555
TbGa2Co3,mp-1217619,mp-568687,-0.363551100277778,-0.370039908611105,0.006488808333328,0.0,0.0,0.0146555533333341,0.00648880833332699,0.006488808333328,-0.0146555533333341,-1.0104764247564901e-15,0.021144361666661088
TeSeO4,mp-1539101,mp-29299,-1.348482418168401,-1.348510737335068,2.8319166666790355e-05,0.0,0.0,0.0014339266666674,2.8319166667012396e-05,2.8319166666790355e-05,-0.0014339266666674,2.220412167932423e-16,0.0014622458333344124
Ti3O5,mp-1147,mp-8057,-3.379942991875,-3.382133738125,0.002190746249999,0.0,0.0,0.0050849706250009,0.002190746249999709,0.002190746249999,-0.0050849706250009,7.086345399365257e-16,0.007275716875000609
TiCrCuS4,mp-1216972,mp-1238887,-1.186376183333333,-1.185712821904761,0.0,0.000663361428571,0.001237032142856,0.0,-0.0006633614285720402,-0.000663361428571,0.001237032142856,-1.040183564282593e-15,-0.00190039357142804
TiO2,mp-390,mp-554278,-3.508055451944444,-3.501638054444445,0.0,0.006417397499999,0.0063979666666664,0.0,-0.0064173974999985894,-0.006417397499999,0.0063979666666664,4.102621020685149e-16,-0.01281536416666499
TiVO3,mp-1216763,mp-755657,-3.029616557666668,-3.000208739666667,0.0,0.029407818000001,0.0194346620000001,0.0,-0.02940781800000103,-0.029407818000001,0.0194346620000001,-2.7755575615628914e-17,-0.04884248000000113
TiZn3,mp-1187531,mp-21289,-0.20619162583333,-0.20014775833333,0.0,0.006043867499998,0.0060598724999998,0.0,-0.006043867499999994,-0.006043867499998,0.0060598724999998,-1.9940646356353398e-15,-0.012103739999999794
Tl,mp-82,mp-972351,0.0,0.008828969999996,0.0,0.008828969999996,0.0038812916666666,0.0,-0.008828969999996,-0.008828969999996,0.0038812916666666,0.0,-0.0127102616666626
TlBr,mp-568560,mp-568949,-1.146353669166671,-1.151021851666669,0.004668182499997,0.0,0.0,0.0215989250000001,0.004668182499998119,0.004668182499997,-0.0215989250000001,1.1188966420050406e-15,0.026267107499998218
TlCl,mp-569639,mp-571079,-1.31958458666667,-1.325818244166667,0.006233657499997,0.0,0.0,0.0190301600000002,0.006233657499997047,0.006233657499997,-0.0190301600000002,4.7704895589362195e-17,0.025263817499997246
Tm,mp-1018122,mp-143,0.006666056666659,0.0,0.006666056666659,0.0,0.0,0.0035789483333337,0.006666056666659,0.006666056666659,-0.0035789483333337,0.0,0.0102450049999927
TmAl3,mp-768,mp-979040,-0.451976679999999,-0.453834184999999,0.001857505,0.0,0.0,0.0124183762500003,0.0018575049999999815,0.001857505,-0.0124183762500003,-1.8431436932253575e-17,0.014275881250000282
TmGa3,mp-1187644,mp-1603,-0.545792537499998,-0.5349786750000011,0.0,0.010813862499997,0.0266515974999999,0.0,-0.01081386249999694,-0.010813862499997,0.0266515974999999,5.898059818321144e-17,-0.03746545999999684
TmMg2,mp-1187676,mp-981212,-0.063338973333335,-0.041643210000001,0.0,0.021695763333333,0.0014298266666665,0.0,-0.021695763333334006,-0.021695763333333,0.0014298266666665,-1.0061396160665481e-15,-0.023125590000000504
V2CdO4,mp-18847,mp-2740865,-2.23514351,-2.251146387142857,0.0,0.025334144428565,0.002415646428572,0.0,0.016002877142857308,-0.025334144428565,0.002415646428572,0.04133702157142231,0.013587230714285308
V2CdO6,mp-540685,mp-550622,-2.180888695555554,-2.178682765555555,0.0,0.002205929999998,0.0169274566666661,0.0,-0.0022059299999988013,-0.002205929999998,0.0169274566666661,-8.014422459012849e-16,-0.019133386666664903
V3S4,mp-1081,mp-799,-1.357067588571421,-1.300097730714278,0.0,0.056969857857135,0.0202900685714286,0.0,-0.056969857857142925,-0.056969857857135,0.0202900685714286,-7.924216838262055e-15,-0.07725992642857152
VBiO4,mp-23044,mp-545850,-2.154109184999999,-2.151046075833334,0.0,0.003063109166665,0.0161012733333327,0.0,-0.003063109166665079,-0.003063109166665,0.0161012733333327,-7.892991815694472e-17,-0.01916438249999778
VBiPbO5,mp-23642,mp-560699,-2.021756554999999,-2.02351889125,0.001762336249999,0.0,0.0,0.0059849075000002,0.0017623362500009954,0.001762336249999,-0.0059849075000002,1.9953656782423224e-15,0.007747243750001196
VO2,mp-19094,mp-541404,-2.480275698333334,-2.522468176666668,0.042192478333317,0.0,0.0,0.0200107233333337,0.04219247833333384,0.042192478333317,-0.0200107233333337,1.6840695504782843e-14,0.06220320166666754
VOF,mp-754589,mp-764900,-2.844892315,-2.852374580833333,0.007482265833333,0.0,0.0,0.0014586166666674,0.007482265833333113,0.007482265833333,-0.0014586166666674,1.1275702593849246e-16,0.008940882500000512
WF4,mp-1402840,mp-2751956,-2.625930304,-2.404777133000002,0.0,0.202170283999993,0.0348631179999996,0.0,-0.22115317099999832,-0.202170283999993,0.0348631179999996,-0.018982887000005305,-0.2560162889999979
WS2,mp-224,mp-9813,-0.8835800085416661,-0.8826962018750011,0.0,0.000883806666664,0.0002083866666673,0.0,-0.000883806666664988,-0.000883806666664,0.0002083866666673,-9.879250195687916e-16,-0.001092193333332288
Y,mp-112,mp-1187739,0.0,0.042620386666664,0.0,0.042620386666666,0.0041975833333331,0.0,-0.042620386666664,-0.042620386666666,0.0041975833333331,2.005340338229189e-15,-0.0468179699999971
YGa3,mp-865598,mp-979423,-0.5767257743749991,-0.527090110625,0.0,0.049635663749999,0.0002773312500004,0.0,-0.04963566374999906,-0.049635663749999,0.0002773312500004,-6.245004513516506e-17,-0.04991299499999946
YIn,mp-1215997,mp-22704,-0.601433850000002,-0.6035860350000021,0.002152184999999,0.0,0.0,0.0082432999999992,0.0021521850000000287,0.002152184999999,-0.0082432999999992,1.0286910212542466e-15,0.01039548499999923
Yb,mp-1187875,mp-972364,0.0,0.000762054999995,0.0,0.000762054999995,0.0152417275,0.0,-0.000762054999995,-0.000762054999995,0.0152417275,0.0,-0.016003782499995
YbAg2,mp-1008617,mp-568559,-0.359084855000001,-0.26388218,0.0,0.095202675000003,0.0244626416666666,0.0,-0.09520267500000096,-0.095202675000003,0.0244626416666666,2.040034807748725e-15,-0.11966531666666756
YbPd,mp-1079587,mp-2547,-1.012986967499998,-1.002640602500001,0.0,0.010346364999996,0.0259593912500006,0.0,-0.010346364999997082,-0.010346364999996,0.0259593912500006,-1.0824674490095276e-15,-0.036305756249997684
Zr(MoO4)2,mp-1095622,mp-510456,-2.466229184545452,-2.466072208181817,0.0,0.000156976363635,0.0138145772727273,0.0,-0.00015697636363487533,-0.000156976363635,0.0138145772727273,1.24683249835833e-16,-0.013971553636362176
Zr2InNi2,mp-19906,mp-632502,-0.502212656833336,-0.5001406378333341,0.0,0.002072019000001,0.0003832915000003,0.0,-0.002072019000001979,-0.002072019000001,0.0003832915000003,-9.788177213199134e-16,-0.0024553105000022788
Zr3O,mp-14024,mp-561418,-1.546159295625,-1.545261101249999,0.0,0.000898194375,4.233375000062267e-05,0.0,-0.000898194375001049,-0.000898194375,4.233375000062267e-05,-1.049074022096974e-15,-0.0009405281250016717
