threshold_meV_per_atom,model_name,coordinate_endpoint,support_n,positive_n,positive_rate_pi,random_expected_hits,excess_hits_over_random,enrichment,K,boundary_score,strictly_before_boundary_n,strictly_before_boundary_positive_n,boundary_tie_n,boundary_tie_positive_n,selected_from_boundary_n,expected_stable_hits,expected_stable_yield,tie_interval_low_hits,tie_interval_high_hits,tie_interval_low_yield,tie_interval_high_yield,best_worst_low_hits,best_worst_high_hits,best_worst_low_yield,best_worst_high_yield,tie_interval_level,tie_decimals
100,ALIGNN-FF,alexmp20_source_coordinate,36650,36650,1.0,100.0,0.0,1.0,100,1.810661280155,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
100,ALIGNN-FF,alexmp20_source_coordinate,36650,36650,1.0,300.0,0.0,1.0,300,0.956046740214,299,299,1,1,1,300.0,1.0,300,300,1.0,1.0,300,300,1.0,1.0,0.95,12
100,ALIGNN-FF,alexmp20_source_coordinate,36650,36650,1.0,500.0,0.0,1.0,500,0.631121110916,499,499,1,1,1,500.0,1.0,500,500,1.0,1.0,500,500,1.0,1.0,0.95,12
100,ALIGNN-FF,alexmp20_source_coordinate,36650,36650,1.0,1000.0,0.0,1.0,1000,0.39319832325,999,999,1,1,1,1000.0,1.0,1000,1000,1.0,1.0,1000,1000,1.0,1.0,0.95,12
100,ALIGNN-FF,alexmp20_source_coordinate,36650,36650,1.0,5000.0,0.0,1.0,5000,0.133380598492,4999,4999,1,1,1,5000.0,1.0,5000,5000,1.0,1.0,5000,5000,1.0,1.0,0.95,12
100,ALIGNN-FF,alex_pbe_source_coordinate,36650,35733,0.9749795361527968,97.49795361527967,0.5020463847203303,1.0051493017658746,100,1.810661280155,99,97,1,1,1,98.0,0.98,98,98,0.98,0.98,98,98,0.98,0.98,0.95,12
100,ALIGNN-FF,alex_pbe_source_coordinate,36650,35733,0.9749795361527968,292.49386084583904,-0.49386084583903767,0.9983115514137259,300,0.956046740214,299,291,1,1,1,292.0,0.9733333333333334,292,292,0.9733333333333334,0.9733333333333334,292,292,0.9733333333333334,0.9733333333333334,0.95,12
100,ALIGNN-FF,alex_pbe_source_coordinate,36650,35733,0.9749795361527968,487.4897680763984,-0.48976807639837716,0.9989953264489407,500,0.631121110916,499,486,1,1,1,487.0,0.974,487,487,0.974,0.974,487,487,0.974,0.974,0.95,12
100,ALIGNN-FF,alex_pbe_source_coordinate,36650,35733,0.9749795361527968,974.9795361527968,6.020463847203246,1.006174964318697,1000,0.39319832325,999,980,1,1,1,981.0,0.981,981,981,0.981,0.981,981,981,0.981,0.981,0.95,12
100,ALIGNN-FF,alex_pbe_source_coordinate,36650,35733,0.9749795361527968,4874.897680763984,32.10231923601623,1.0065852293398259,5000,0.133380598492,4999,4906,1,1,1,4907.0,0.9814,4907,4907,0.9814,0.9814,4907,4907,0.9814,0.9814,0.95,12
100,ALIGNN-FF,mp_matched_pool_coordinate,36650,35761,0.9757435197817189,97.57435197817189,2.42564802182811,1.0248594837951959,100,1.810661280155,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
100,ALIGNN-FF,mp_matched_pool_coordinate,36650,35761,0.9757435197817189,292.7230559345157,7.276944065484315,1.0248594837951959,300,0.956046740214,299,299,1,1,1,300.0,1.0,300,300,1.0,1.0,300,300,1.0,1.0,0.95,12
100,ALIGNN-FF,mp_matched_pool_coordinate,36650,35761,0.9757435197817189,487.87175989085944,12.128240109140563,1.0248594837951959,500,0.631121110916,499,499,1,1,1,500.0,1.0,500,500,1.0,1.0,500,500,1.0,1.0,0.95,12
100,ALIGNN-FF,mp_matched_pool_coordinate,36650,35761,0.9757435197817189,975.7435197817189,18.256480218281126,1.0187103268924247,1000,0.39319832325,999,993,1,1,1,994.0,0.994,994,994,0.994,0.994,994,994,0.994,0.994,0.95,12
100,ALIGNN-FF,mp_matched_pool_coordinate,36650,35761,0.9757435197817189,4878.7175989085945,73.28240109140552,1.015020832750762,5000,0.133380598492,4999,4951,1,1,1,4952.0,0.9904,4952,4952,0.9904,0.9904,4952,4952,0.9904,0.9904,0.95,12
100,ALIGNN-FF,alex_pbe_matched_pool_coordinate,36650,36229,0.9885129604365621,98.8512960436562,1.1487039563437946,1.0116205249937895,100,1.810661280155,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
100,ALIGNN-FF,alex_pbe_matched_pool_coordinate,36650,36229,0.9885129604365621,296.55388813096863,3.4461118690313697,1.0116205249937895,300,0.956046740214,299,299,1,1,1,300.0,1.0,300,300,1.0,1.0,300,300,1.0,1.0,0.95,12
100,ALIGNN-FF,alex_pbe_matched_pool_coordinate,36650,36229,0.9885129604365621,494.25648021828107,5.7435197817189305,1.0116205249937895,500,0.631121110916,499,499,1,1,1,500.0,1.0,500,500,1.0,1.0,500,500,1.0,1.0,0.95,12
100,ALIGNN-FF,alex_pbe_matched_pool_coordinate,36650,36229,0.9885129604365621,988.5129604365621,11.487039563437861,1.0116205249937895,1000,0.39319832325,999,999,1,1,1,1000.0,1.0,1000,1000,1.0,1.0,1000,1000,1.0,1.0,0.95,12
100,ALIGNN-FF,alex_pbe_matched_pool_coordinate,36650,36229,0.9885129604365621,4942.56480218281,45.435197817189874,1.0091926357338044,5000,0.133380598492,4999,4987,1,1,1,4988.0,0.9976,4988,4988,0.9976,0.9976,4988,4988,0.9976,0.9976,0.95,12
0,CHGNet,mp_source_coordinate,36650,15001,0.4093042291950887,40.93042291950887,23.06957708049113,1.563629091393907,100,1.951856791973,99,63,1,1,1,64.0,0.64,64,64,0.64,0.64,64,64,0.64,0.64,0.95,12
0,CHGNet,mp_source_coordinate,36650,15001,0.4093042291950887,122.79126875852661,81.20873124147339,1.6613559096060264,300,0.999785372189,299,203,1,1,1,204.0,0.68,204,204,0.68,0.68,204,204,0.68,0.68,0.95,12
0,CHGNet,mp_source_coordinate,36650,15001,0.4093042291950887,204.65211459754434,148.34788540245566,1.7248783414439035,500,0.634941526822,499,352,1,1,1,353.0,0.706,353,353,0.706,0.706,353,353,0.706,0.706,0.95,12
0,CHGNet,mp_source_coordinate,36650,15001,0.4093042291950887,409.3042291950887,319.6957708049113,1.7810712619158722,1000,0.328830438502,999,729,1,0,1,729.0,0.729,729,729,0.729,0.729,729,729,0.729,0.729,0.95,12
0,CHGNet,mp_source_coordinate,36650,15001,0.4093042291950887,2046.5211459754435,1922.4788540245565,1.939388707419505,5000,0.104039101374,4999,3968,1,1,1,3969.0,0.7938,3969,3969,0.7938,0.7938,3969,3969,0.7938,0.7938,0.95,12
0,CHGNet,alexmp20_source_coordinate,36650,13266,0.36196452933151435,36.196452933151434,32.803547066848566,1.906264133876074,100,1.951856791973,99,68,1,1,1,69.0,0.69,69,69,0.69,0.69,69,69,0.69,0.69,0.95,12
0,CHGNet,alexmp20_source_coordinate,36650,13266,0.36196452933151435,108.5893587994543,78.4106412005457,1.7220840243228301,300,0.999785372189,299,187,1,0,1,187.0,0.6233333333333333,187,187,0.6233333333333333,0.6233333333333333,187,187,0.6233333333333333,0.6233333333333333,0.95,12
0,CHGNet,alexmp20_source_coordinate,36650,13266,0.36196452933151435,180.98226466575719,133.01773533424281,1.7349766319915572,500,0.634941526822,499,314,1,0,1,314.0,0.628,314,314,0.628,0.628,314,314,0.628,0.628,0.95,12
0,CHGNet,alexmp20_source_coordinate,36650,13266,0.36196452933151435,361.96452933151437,283.03547066848563,1.7819425599276344,1000,0.328830438502,999,645,1,0,1,645.0,0.645,645,645,0.645,0.645,645,645,0.645,0.645,0.95,12
0,CHGNet,alexmp20_source_coordinate,36650,13266,0.36196452933151435,1809.8226466575718,1731.1773533424282,1.9565453037841098,5000,0.104039101374,4999,3540,1,1,1,3541.0,0.7082,3541,3541,0.7082,0.7082,3541,3541,0.7082,0.7082,0.95,12
0,CHGNet,alex_pbe_source_coordinate,36650,12148,0.3314597544338336,33.14597544338336,11.854024556616643,1.357630885742509,100,1.951856791973,99,44,1,1,1,45.0,0.45,45,45,0.45,0.45,45,45,0.45,0.45,0.95,12
0,CHGNet,alex_pbe_source_coordinate,36650,12148,0.3314597544338336,99.43792633015008,52.56207366984992,1.5285918120952695,300,0.999785372189,299,152,1,0,1,152.0,0.5066666666666667,152,152,0.5066666666666667,0.5066666666666667,152,152,0.5066666666666667,0.5066666666666667,0.95,12
0,CHGNet,alex_pbe_source_coordinate,36650,12148,0.3314597544338336,165.72987721691678,111.27012278308322,1.6713944682252224,500,0.634941526822,499,277,1,0,1,277.0,0.554,277,277,0.554,0.554,277,277,0.554,0.554,0.95,12
0,CHGNet,alex_pbe_source_coordinate,36650,12148,0.3314597544338336,331.45975443383355,244.54024556616645,1.7377675337504115,1000,0.328830438502,999,575,1,1,1,576.0,0.576,576,576,0.576,0.576,576,576,0.576,0.576,0.95,12
0,CHGNet,alex_pbe_source_coordinate,36650,12148,0.3314597544338336,1657.298772169168,1659.701227830832,2.0014496213368456,5000,0.104039101374,4999,3316,1,1,1,3317.0,0.6634,3317,3317,0.6634,0.6634,3317,3317,0.6634,0.6634,0.95,12
0,CHGNet,mp_matched_pool_coordinate,36650,17844,0.48687585266030015,48.68758526603001,48.31241473396999,1.9922943286258685,100,1.951856791973,99,96,1,1,1,97.0,0.97,97,97,0.97,0.97,97,97,0.97,0.97,0.95,12
0,CHGNet,mp_matched_pool_coordinate,36650,17844,0.48687585266030015,146.06275579809005,146.93724420190995,2.005987073152507,300,0.999785372189,299,292,1,1,1,293.0,0.9766666666666667,293,293,0.9766666666666667,0.9766666666666667,293,293,0.9766666666666667,0.9766666666666667,0.95,12
0,CHGNet,mp_matched_pool_coordinate,36650,17844,0.48687585266030015,243.43792633015008,238.56207366984992,1.979970858551894,500,0.634941526822,499,481,1,1,1,482.0,0.964,482,482,0.964,0.964,482,482,0.964,0.964,0.95,12
0,CHGNet,mp_matched_pool_coordinate,36650,17844,0.48687585266030015,486.87585266030015,483.12414733969985,1.9922943286258685,1000,0.328830438502,999,969,1,1,1,970.0,0.97,970,970,0.97,0.97,970,970,0.97,0.97,0.95,12
0,CHGNet,mp_matched_pool_coordinate,36650,17844,0.48687585266030015,2434.379263301501,2321.620736698499,1.9536807890607488,5000,0.104039101374,4999,4755,1,1,1,4756.0,0.9512,4756,4756,0.9512,0.9512,4756,4756,0.9512,0.9512,0.95,12
0,CHGNet,alex_pbe_matched_pool_coordinate,36650,19985,0.545293315143247,54.529331514324696,45.470668485675304,1.833875406554916,100,1.951856791973,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
0,CHGNet,alex_pbe_matched_pool_coordinate,36650,19985,0.545293315143247,163.5879945429741,136.4120054570259,1.833875406554916,300,0.999785372189,299,299,1,1,1,300.0,1.0,300,300,1.0,1.0,300,300,1.0,1.0,0.95,12
0,CHGNet,alex_pbe_matched_pool_coordinate,36650,19985,0.545293315143247,272.6466575716235,227.3533424283765,1.833875406554916,500,0.634941526822,499,499,1,1,1,500.0,1.0,500,500,1.0,1.0,500,500,1.0,1.0,0.95,12
0,CHGNet,alex_pbe_matched_pool_coordinate,36650,19985,0.545293315143247,545.293315143247,454.706684856753,1.833875406554916,1000,0.328830438502,999,999,1,1,1,1000.0,1.0,1000,1000,1.0,1.0,1000,1000,1.0,1.0,0.95,12
0,CHGNet,alex_pbe_matched_pool_coordinate,36650,19985,0.545293315143247,2726.4665757162347,2226.5334242837653,1.8166369777333,5000,0.104039101374,4999,4952,1,1,1,4953.0,0.9906,4953,4953,0.9906,0.9906,4953,4953,0.9906,0.9906,0.95,12
10,CHGNet,mp_source_coordinate,36650,19197,0.5237926330150068,52.37926330150068,23.62073669849932,1.450955878522686,100,1.951856791973,99,75,1,1,1,76.0,0.76,76,76,0.76,0.76,76,76,0.76,0.76,0.95,12
10,CHGNet,mp_source_coordinate,36650,19197,0.5237926330150068,157.13778990450203,69.86221009549797,1.444592036950218,300,0.999785372189,299,226,1,1,1,227.0,0.7566666666666667,227,227,0.7566666666666667,0.7566666666666667,227,227,0.7566666666666667,0.7566666666666667,0.95,12
10,CHGNet,mp_source_coordinate,36650,19197,0.5237926330150068,261.8963165075034,132.1036834924966,1.5044121477314165,500,0.634941526822,499,393,1,1,1,394.0,0.788,394,394,0.788,0.788,394,394,0.788,0.788,0.95,12
10,CHGNet,mp_source_coordinate,36650,19197,0.5237926330150068,523.7926330150068,279.2073669849932,1.5330494348075223,1000,0.328830438502,999,803,1,0,1,803.0,0.803,803,803,0.803,0.803,803,803,0.803,0.803,0.95,12
10,CHGNet,mp_source_coordinate,36650,19197,0.5237926330150068,2618.963165075034,1696.0368349249661,1.6475985831119446,5000,0.104039101374,4999,4314,1,1,1,4315.0,0.863,4315,4315,0.863,0.863,4315,4315,0.863,0.863,0.95,12
10,CHGNet,alexmp20_source_coordinate,36650,18157,0.4954160982264666,49.54160982264666,23.458390177353337,1.4735088395660074,100,1.951856791973,99,72,1,1,1,73.0,0.73,73,73,0.73,0.73,73,73,0.73,0.73,0.95,12
10,CHGNet,alexmp20_source_coordinate,36650,18157,0.4954160982264666,148.62482946793997,64.37517053206003,1.4331387343724182,300,0.999785372189,299,213,1,0,1,213.0,0.71,213,213,0.71,0.71,213,213,0.71,0.71,0.95,12
10,CHGNet,alexmp20_source_coordinate,36650,18157,0.4954160982264666,247.7080491132333,114.2919508867667,1.4613978080079306,500,0.634941526822,499,361,1,1,1,362.0,0.724,362,362,0.724,0.724,362,362,0.724,0.724,0.95,12
10,CHGNet,alexmp20_source_coordinate,36650,18157,0.4954160982264666,495.4160982264666,236.5839017735334,1.4775458500853664,1000,0.328830438502,999,732,1,0,1,732.0,0.732,732,732,0.732,0.732,732,732,0.732,0.732,0.95,12
10,CHGNet,alexmp20_source_coordinate,36650,18157,0.4954160982264666,2477.080491132333,1551.919508867667,1.6265115382497106,5000,0.104039101374,4999,4028,1,1,1,4029.0,0.8058,4029,4029,0.8058,0.8058,4029,4029,0.8058,0.8058,0.95,12
10,CHGNet,alex_pbe_source_coordinate,36650,17667,0.4820463847203274,48.20463847203274,23.79536152796726,1.4936321956189507,100,1.951856791973,99,71,1,1,1,72.0,0.72,72,72,0.72,0.72,72,72,0.72,0.72,0.95,12
10,CHGNet,alex_pbe_source_coordinate,36650,17667,0.4820463847203274,144.61391541609822,69.38608458390178,1.4798022678817382,300,0.999785372189,299,214,1,0,1,214.0,0.7133333333333334,214,214,0.7133333333333334,0.7133333333333334,214,214,0.7133333333333334,0.7133333333333334,0.95,12
10,CHGNet,alex_pbe_source_coordinate,36650,17667,0.4820463847203274,241.0231923601637,121.9768076398363,1.506079130582442,500,0.634941526822,499,363,1,0,1,363.0,0.726,363,363,0.726,0.726,363,363,0.726,0.726,0.95,12
10,CHGNet,alex_pbe_source_coordinate,36650,17667,0.4820463847203274,482.0463847203274,249.9536152796726,1.5185260655459332,1000,0.328830438502,999,731,1,1,1,732.0,0.732,732,732,0.732,0.732,732,732,0.732,0.732,0.95,12
10,CHGNet,alex_pbe_source_coordinate,36650,17667,0.4820463847203274,2410.231923601637,1544.768076398363,1.640920926020264,5000,0.104039101374,4999,3954,1,1,1,3955.0,0.791,3955,3955,0.791,0.791,3955,3955,0.791,0.791,0.95,12
10,CHGNet,mp_matched_pool_coordinate,36650,21308,0.5813915416098226,58.139154160982265,41.860845839017735,1.720011263375258,100,1.951856791973,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
10,CHGNet,mp_matched_pool_coordinate,36650,21308,0.5813915416098226,174.4174624829468,122.5825375170532,1.7028111507415056,300,0.999785372189,299,296,1,1,1,297.0,0.99,297,297,0.99,0.99,297,297,0.99,0.99,0.95,12
10,CHGNet,mp_matched_pool_coordinate,36650,21308,0.5813915416098226,290.6957708049113,205.30422919508868,1.706251173268256,500,0.634941526822,499,495,1,1,1,496.0,0.992,496,496,0.992,0.992,496,496,0.992,0.992,0.95,12
10,CHGNet,mp_matched_pool_coordinate,36650,21308,0.5813915416098226,581.3915416098226,409.60845839017736,1.7045311620048809,1000,0.328830438502,999,990,1,1,1,991.0,0.991,991,991,0.991,0.991,991,991,0.991,0.991,0.95,12
10,CHGNet,mp_matched_pool_coordinate,36650,21308,0.5813915416098226,2906.957708049113,1975.042291950887,1.6794189975596021,5000,0.104039101374,4999,4881,1,1,1,4882.0,0.9764,4882,4882,0.9764,0.9764,4882,4882,0.9764,0.9764,0.95,12
10,CHGNet,alex_pbe_matched_pool_coordinate,36650,23820,0.6499317871759891,64.99317871759891,35.00682128240109,1.538623005877414,100,1.951856791973,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
10,CHGNet,alex_pbe_matched_pool_coordinate,36650,23820,0.6499317871759891,194.97953615279673,105.02046384720327,1.538623005877414,300,0.999785372189,299,299,1,1,1,300.0,1.0,300,300,1.0,1.0,300,300,1.0,1.0,0.95,12
10,CHGNet,alex_pbe_matched_pool_coordinate,36650,23820,0.6499317871759891,324.9658935879946,175.03410641200543,1.538623005877414,500,0.634941526822,499,499,1,1,1,500.0,1.0,500,500,1.0,1.0,500,500,1.0,1.0,0.95,12
10,CHGNet,alex_pbe_matched_pool_coordinate,36650,23820,0.6499317871759891,649.9317871759891,350.06821282401086,1.538623005877414,1000,0.328830438502,999,999,1,1,1,1000.0,1.0,1000,1000,1.0,1.0,1000,1000,1.0,1.0,0.95,12
10,CHGNet,alex_pbe_matched_pool_coordinate,36650,23820,0.6499317871759891,3249.6589358799456,1716.3410641200544,1.5281603694374475,5000,0.104039101374,4999,4965,1,1,1,4966.0,0.9932,4966,4966,0.9932,0.9932,4966,4966,0.9932,0.9932,0.95,12
25,CHGNet,mp_source_coordinate,36650,23695,0.6465211459754434,64.65211459754434,21.34788540245566,1.3301962439333193,100,1.951856791973,99,85,1,1,1,86.0,0.86,86,86,0.86,0.86,86,86,0.86,0.86,0.95,12
25,CHGNet,mp_source_coordinate,36650,23695,0.6465211459754434,193.95634379263302,53.04365620736698,1.273482450587325,300,0.999785372189,299,246,1,1,1,247.0,0.8233333333333334,247,247,0.8233333333333334,0.8233333333333334,247,247,0.8233333333333334,0.8233333333333334,0.95,12
25,CHGNet,mp_source_coordinate,36650,23695,0.6465211459754434,323.26057298772173,98.73942701227827,1.3054484068368852,500,0.634941526822,499,421,1,1,1,422.0,0.844,422,422,0.844,0.844,422,422,0.844,0.844,0.95,12
25,CHGNet,mp_source_coordinate,36650,23695,0.6465211459754434,646.5211459754435,220.47885402455654,1.3410234226630091,1000,0.328830438502,999,866,1,1,1,867.0,0.867,867,867,0.867,0.867,867,867,0.867,0.867,0.95,12
25,CHGNet,mp_source_coordinate,36650,23695,0.6465211459754434,3232.605729877217,1356.394270122783,1.4195978054441865,5000,0.104039101374,4999,4588,1,1,1,4589.0,0.9178,4589,4589,0.9178,0.9178,4589,4589,0.9178,0.9178,0.95,12
25,CHGNet,alexmp20_source_coordinate,36650,23331,0.6365893587994543,63.65893587994543,20.34106412005457,1.3195319531953194,100,1.951856791973,99,83,1,1,1,84.0,0.84,84,84,0.84,0.84,84,84,0.84,0.84,0.95,12
25,CHGNet,alexmp20_source_coordinate,36650,23331,0.6365893587994543,190.9768076398363,46.023192360163705,1.240988384552741,300,0.999785372189,299,237,1,0,1,237.0,0.79,237,237,0.79,0.79,237,237,0.79,0.79,0.95,12
25,CHGNet,alexmp20_source_coordinate,36650,23331,0.6365893587994543,318.29467939972716,84.70532060027284,1.266122326518366,500,0.634941526822,499,402,1,1,1,403.0,0.806,403,403,0.806,0.806,403,403,0.806,0.806,0.95,12
25,CHGNet,alexmp20_source_coordinate,36650,23331,0.6365893587994543,636.5893587994543,190.41064120054568,1.299110625348249,1000,0.328830438502,999,826,1,1,1,827.0,0.827,827,827,0.827,0.827,827,827,0.827,0.827,0.95,12
25,CHGNet,alexmp20_source_coordinate,36650,23331,0.6365893587994543,3182.9467939972715,1246.0532060027285,1.3914778620719215,5000,0.104039101374,4999,4428,1,1,1,4429.0,0.8858,4429,4429,0.8858,0.8858,4429,4429,0.8858,0.8858,0.95,12
25,CHGNet,alex_pbe_source_coordinate,36650,23054,0.6290313778990451,62.903137789904505,22.096862210095495,1.351283942049102,100,1.951856791973,99,84,1,1,1,85.0,0.85,85,85,0.85,0.85,85,85,0.85,0.85,0.95,12
25,CHGNet,alex_pbe_source_coordinate,36650,23054,0.6290313778990451,188.70941336971353,47.29058663028647,1.2506000404846591,300,0.999785372189,299,235,1,1,1,236.0,0.7866666666666666,236,236,0.7866666666666666,0.7866666666666666,236,236,0.7866666666666666,0.7866666666666666,0.95,12
25,CHGNet,alex_pbe_source_coordinate,36650,23054,0.6290313778990451,314.51568894952254,90.48431105047746,1.2876941094820855,500,0.634941526822,499,404,1,1,1,405.0,0.81,405,405,0.81,0.81,405,405,0.81,0.81,0.95,12
25,CHGNet,alex_pbe_source_coordinate,36650,23054,0.6290313778990451,629.0313778990451,201.96862210095492,1.3210787715797692,1000,0.328830438502,999,830,1,1,1,831.0,0.831,831,831,0.831,0.831,831,831,0.831,0.831,0.95,12
25,CHGNet,alex_pbe_source_coordinate,36650,23054,0.6290313778990451,3145.156889495225,1252.8431105047748,1.3983404181486943,5000,0.104039101374,4999,4397,1,1,1,4398.0,0.8796,4398,4398,0.8796,0.8796,4398,4398,0.8796,0.8796,0.95,12
25,CHGNet,mp_matched_pool_coordinate,36650,25067,0.683956343792633,68.3956343792633,31.6043656207367,1.4620816212550365,100,1.951856791973,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
25,CHGNet,mp_matched_pool_coordinate,36650,25067,0.683956343792633,205.1869031377899,91.8130968622101,1.447460805042486,300,0.999785372189,299,296,1,1,1,297.0,0.99,297,297,0.99,0.99,297,297,0.99,0.99,0.95,12
25,CHGNet,mp_matched_pool_coordinate,36650,25067,0.683956343792633,341.9781718963165,154.0218281036835,1.450384968284996,500,0.634941526822,499,495,1,1,1,496.0,0.992,496,496,0.992,0.992,496,496,0.992,0.992,0.95,12
25,CHGNet,mp_matched_pool_coordinate,36650,25067,0.683956343792633,683.956343792633,309.043656207367,1.4518470499062512,1000,0.328830438502,999,992,1,1,1,993.0,0.993,993,993,0.993,0.993,993,993,0.993,0.993,0.95,12
25,CHGNet,mp_matched_pool_coordinate,36650,25067,0.683956343792633,3419.781718963165,1499.218281036835,1.4383958989907049,5000,0.104039101374,4999,4918,1,1,1,4919.0,0.9838,4919,4919,0.9838,0.9838,4919,4919,0.9838,0.9838,0.95,12
25,CHGNet,alex_pbe_matched_pool_coordinate,36650,27615,0.7534788540245566,75.34788540245566,24.65211459754434,1.327177258736194,100,1.951856791973,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
25,CHGNet,alex_pbe_matched_pool_coordinate,36650,27615,0.7534788540245566,226.04365620736698,73.95634379263302,1.327177258736194,300,0.999785372189,299,299,1,1,1,300.0,1.0,300,300,1.0,1.0,300,300,1.0,1.0,0.95,12
25,CHGNet,alex_pbe_matched_pool_coordinate,36650,27615,0.7534788540245566,376.7394270122783,123.26057298772167,1.327177258736194,500,0.634941526822,499,499,1,1,1,500.0,1.0,500,500,1.0,1.0,500,500,1.0,1.0,0.95,12
25,CHGNet,alex_pbe_matched_pool_coordinate,36650,27615,0.7534788540245566,753.4788540245567,246.52114597544335,1.327177258736194,1000,0.328830438502,999,999,1,1,1,1000.0,1.0,1000,1000,1.0,1.0,1000,1000,1.0,1.0,0.95,12
25,CHGNet,alex_pbe_matched_pool_coordinate,36650,27615,0.7534788540245566,3767.394270122783,1212.605729877217,1.3218685497012492,5000,0.104039101374,4999,4979,1,1,1,4980.0,0.996,4980,4980,0.996,0.996,4980,4980,0.996,0.996,0.95,12
50,CHGNet,mp_source_coordinate,36650,28804,0.7859208731241474,78.59208731241473,16.407912687585267,1.20877308707124,100,1.951856791973,99,94,1,1,1,95.0,0.95,95,95,0.95,0.95,95,95,0.95,0.95,0.95,12
50,CHGNet,mp_source_coordinate,36650,28804,0.7859208731241474,235.77626193724421,38.223738062755785,1.1621186872193676,300,0.999785372189,299,273,1,1,1,274.0,0.9133333333333333,274,274,0.9133333333333333,0.9133333333333333,274,274,0.9133333333333333,0.9133333333333333,0.95,12
50,CHGNet,mp_source_coordinate,36650,28804,0.7859208731241474,392.9604365620737,70.03956343792629,1.178235661713651,500,0.634941526822,499,462,1,1,1,463.0,0.926,463,463,0.926,0.926,463,463,0.926,0.926,0.95,12
50,CHGNet,mp_source_coordinate,36650,28804,0.7859208731241474,785.9208731241474,143.07912687585258,1.1820528398833496,1000,0.328830438502,999,928,1,1,1,929.0,0.929,929,929,0.929,0.929,929,929,0.929,0.929,0.95,12
50,CHGNet,mp_source_coordinate,36650,28804,0.7859208731241474,3929.604365620737,844.3956343792629,1.2148805721427578,5000,0.104039101374,4999,4773,1,1,1,4774.0,0.9548,4774,4774,0.9548,0.9548,4774,4774,0.9548,0.9548,0.95,12
50,CHGNet,alexmp20_source_coordinate,36650,28885,0.788130968622101,78.8130968622101,11.186903137789898,1.1419421845248399,100,1.951856791973,99,89,1,1,1,90.0,0.9,90,90,0.9,0.9,90,90,0.9,0.9,0.95,12
50,CHGNet,alexmp20_source_coordinate,36650,28885,0.788130968622101,236.43929058663028,22.56070941336972,1.0954186140441982,300,0.999785372189,299,258,1,1,1,259.0,0.8633333333333333,259,259,0.8633333333333333,0.8633333333333333,259,259,0.8633333333333333,0.8633333333333333,0.95,12
50,CHGNet,alexmp20_source_coordinate,36650,28885,0.788130968622101,394.0654843110505,44.93451568894949,1.1140280422364548,500,0.634941526822,499,438,1,1,1,439.0,0.878,439,439,0.878,0.878,439,439,0.878,0.878,0.95,12
50,CHGNet,alexmp20_source_coordinate,36650,28885,0.788130968622101,788.130968622101,105.86903137789898,1.1343292366280076,1000,0.328830438502,999,893,1,1,1,894.0,0.894,894,894,0.894,0.894,894,894,0.894,0.894,0.95,12
50,CHGNet,alexmp20_source_coordinate,36650,28885,0.788130968622101,3940.6548431105048,755.3451568894952,1.191680110784144,5000,0.104039101374,4999,4695,1,1,1,4696.0,0.9392,4696,4696,0.9392,0.9392,4696,4696,0.9392,0.9392,0.95,12
50,CHGNet,alex_pbe_source_coordinate,36650,28804,0.7859208731241474,78.59208731241473,11.407912687585267,1.145153450909596,100,1.951856791973,99,89,1,1,1,90.0,0.9,90,90,0.9,0.9,90,90,0.9,0.9,0.95,12
50,CHGNet,alex_pbe_source_coordinate,36650,28804,0.7859208731241474,235.77626193724421,21.223738062755785,1.0900164329028375,300,0.999785372189,299,256,1,1,1,257.0,0.8566666666666667,257,257,0.8566666666666667,0.8566666666666667,257,257,0.8566666666666667,0.8566666666666667,0.95,12
50,CHGNet,alex_pbe_source_coordinate,36650,28804,0.7859208731241474,392.9604365620737,45.03956343792629,1.1146160255520066,500,0.634941526822,499,437,1,1,1,438.0,0.876,438,438,0.876,0.876,438,438,0.876,0.876,0.95,12
50,CHGNet,alex_pbe_source_coordinate,36650,28804,0.7859208731241474,785.9208731241474,109.07912687585258,1.1387914872934315,1000,0.328830438502,999,894,1,1,1,895.0,0.895,895,895,0.895,0.895,895,895,0.895,0.895,0.95,12
50,CHGNet,alex_pbe_source_coordinate,36650,28804,0.7859208731241474,3929.604365620737,754.3956343792629,1.1919775031245659,5000,0.104039101374,4999,4683,1,1,1,4684.0,0.9368,4684,4684,0.9368,0.9368,4684,4684,0.9368,0.9368,0.95,12
50,CHGNet,mp_matched_pool_coordinate,36650,29707,0.8105593451568895,81.05593451568896,18.94406548431104,1.233715959201535,100,1.951856791973,99,99,1,1,1,100.0,1.0,100,100,1.0,1.0,100,100,1.0,1.0,0.95,12
